# Lensing power spectrum, taken from the Planck PR2
# We extrapolated the multipoles 0-7 because they are set to zero
# in the original release
Cl,Nl,ell
8.4726e-09,1.5566e-06,1.1410e+03
8.4602e-09,1.5588e-06,1.1420e+03
8.4479e-09,1.5611e-06,1.1430e+03
8.4355e-09,1.5633e-06,1.1440e+03
8.4232e-09,1.5655e-06,1.1450e+03
8.4110e-09,1.5678e-06,1.1460e+03
8.3989e-09,1.5700e-06,1.1470e+03
8.3866e-09,1.5723e-06,1.1480e+03
8.3745e-09,1.5746e-06,1.1490e+03
8.3623e-09,1.5769e-06,1.1500e+03
8.3502e-09,1.5792e-06,1.1510e+03
8.3381e-09,1.5815e-06,1.1520e+03
8.3262e-09,1.5839e-06,1.1530e+03
8.3141e-09,1.5862e-06,1.1540e+03
8.3021e-09,1.5886e-06,1.1550e+03
8.2902e-09,1.5910e-06,1.1560e+03
8.2781e-09,1.5934e-06,1.1570e+03
8.2663e-09,1.5958e-06,1.1580e+03
8.2544e-09,1.5983e-06,1.1590e+03
8.2424e-09,1.6008e-06,1.1600e+03
8.2307e-09,1.6033e-06,1.1610e+03
8.2189e-09,1.6058e-06,1.1620e+03
8.2071e-09,1.6083e-06,1.1630e+03
8.1953e-09,1.6109e-06,1.1640e+03
8.1835e-09,1.6135e-06,1.1650e+03
8.1719e-09,1.6162e-06,1.1660e+03
8.1601e-09,1.6188e-06,1.1670e+03
8.1485e-09,1.6215e-06,1.1680e+03
8.1369e-09,1.6243e-06,1.1690e+03
8.1253e-09,1.6270e-06,1.1700e+03
8.1138e-09,1.6298e-06,1.1710e+03
8.1022e-09,1.6327e-06,1.1720e+03
8.0907e-09,1.6355e-06,1.1730e+03
8.0791e-09,1.6384e-06,1.1740e+03
8.0676e-09,1.6413e-06,1.1750e+03
8.0561e-09,1.6443e-06,1.1760e+03
8.0448e-09,1.6472e-06,1.1770e+03
8.0334e-09,1.6502e-06,1.1780e+03
8.0221e-09,1.6532e-06,1.1790e+03
8.0107e-09,1.6562e-06,1.1800e+03
7.9993e-09,1.6592e-06,1.1810e+03
7.9880e-09,1.6622e-06,1.1820e+03
7.9768e-09,1.6653e-06,1.1830e+03
7.9655e-09,1.6683e-06,1.1840e+03
7.9544e-09,1.6713e-06,1.1850e+03
7.9430e-09,1.6743e-06,1.1860e+03
7.9319e-09,1.6773e-06,1.1870e+03
7.9207e-09,1.6804e-06,1.1880e+03
7.9096e-09,1.6834e-06,1.1890e+03
7.8986e-09,1.6864e-06,1.1900e+03
7.8874e-09,1.6894e-06,1.1910e+03
7.8764e-09,1.6924e-06,1.1920e+03
7.8654e-09,1.6953e-06,1.1930e+03
7.8543e-09,1.6983e-06,1.1940e+03
7.8435e-09,1.7013e-06,1.1950e+03
7.8325e-09,1.7043e-06,1.1960e+03
7.8215e-09,1.7073e-06,1.1970e+03
7.8106e-09,1.7103e-06,1.1980e+03
7.7996e-09,1.7132e-06,1.1990e+03
7.7888e-09,1.7163e-06,1.2000e+03
7.7780e-09,1.7193e-06,1.2010e+03
7.7671e-09,1.7223e-06,1.2020e+03
7.7564e-09,1.7253e-06,1.2030e+03
7.7456e-09,1.7284e-06,1.2040e+03
7.7349e-09,1.7315e-06,1.2050e+03
7.7241e-09,1.7345e-06,1.2060e+03
7.7134e-09,1.7377e-06,1.2070e+03
7.7027e-09,1.7408e-06,1.2080e+03
7.6920e-09,1.7439e-06,1.2090e+03
7.6815e-09,1.7471e-06,1.2100e+03
7.6708e-09,1.7503e-06,1.2110e+03
7.6603e-09,1.7535e-06,1.2120e+03
7.6498e-09,1.7567e-06,1.2130e+03
7.6391e-09,1.7600e-06,1.2140e+03
7.6286e-09,1.7632e-06,1.2150e+03
7.6182e-09,1.7665e-06,1.2160e+03
7.6077e-09,1.7697e-06,1.2170e+03
7.5972e-09,1.7730e-06,1.2180e+03
7.5868e-09,1.7763e-06,1.2190e+03
7.5764e-09,1.7796e-06,1.2200e+03
7.5661e-09,1.7829e-06,1.2210e+03
7.5557e-09,1.7862e-06,1.2220e+03
7.5453e-09,1.7895e-06,1.2230e+03
7.5350e-09,1.7928e-06,1.2240e+03
7.5247e-09,1.7961e-06,1.2250e+03
7.5144e-09,1.7994e-06,1.2260e+03
7.5042e-09,1.8027e-06,1.2270e+03
7.4940e-09,1.8060e-06,1.2280e+03
7.4837e-09,1.8094e-06,1.2290e+03
7.4735e-09,1.8127e-06,1.2300e+03
7.4633e-09,1.8161e-06,1.2310e+03
7.4533e-09,1.8194e-06,1.2320e+03
7.4431e-09,1.8228e-06,1.2330e+03
7.4330e-09,1.8261e-06,1.2340e+03
7.4230e-09,1.8295e-06,1.2350e+03
7.4129e-09,1.8328e-06,1.2360e+03
7.4028e-09,1.8362e-06,1.2370e+03
7.3928e-09,1.8396e-06,1.2380e+03
7.3827e-09,1.8429e-06,1.2390e+03
7.3728e-09,1.8463e-06,1.2400e+03
7.3630e-09,1.8497e-06,1.2410e+03
7.3529e-09,1.8530e-06,1.2420e+03
7.3430e-09,1.8564e-06,1.2430e+03
7.3331e-09,1.8598e-06,1.2440e+03
7.3232e-09,1.8632e-06,1.2450e+03
7.3135e-09,1.8666e-06,1.2460e+03
7.3036e-09,1.8700e-06,1.2470e+03
7.2938e-09,1.8734e-06,1.2480e+03
7.2839e-09,1.8768e-06,1.2490e+03
7.2742e-09,1.8803e-06,1.2500e+03
7.2645e-09,1.8837e-06,1.2510e+03
7.2547e-09,1.8872e-06,1.2520e+03
7.2450e-09,1.8907e-06,1.2530e+03
7.2354e-09,1.8942e-06,1.2540e+03
7.2257e-09,1.8977e-06,1.2550e+03
7.2161e-09,1.9012e-06,1.2560e+03
7.2063e-09,1.9048e-06,1.2570e+03
7.1968e-09,1.9083e-06,1.2580e+03
7.1872e-09,1.9118e-06,1.2590e+03
7.1776e-09,1.9153e-06,1.2600e+03
7.1682e-09,1.9188e-06,1.2610e+03
7.1586e-09,1.9223e-06,1.2620e+03
7.1490e-09,1.9258e-06,1.2630e+03
7.1396e-09,1.9293e-06,1.2640e+03
7.1302e-09,1.9327e-06,1.2650e+03
7.1207e-09,1.9361e-06,1.2660e+03
7.1112e-09,1.9395e-06,1.2670e+03
7.1019e-09,1.9428e-06,1.2680e+03
7.0925e-09,1.9462e-06,1.2690e+03
7.0830e-09,1.9495e-06,1.2700e+03
7.0738e-09,1.9528e-06,1.2710e+03
7.0643e-09,1.9561e-06,1.2720e+03
7.0551e-09,1.9593e-06,1.2730e+03
7.0458e-09,1.9626e-06,1.2740e+03
7.0365e-09,1.9658e-06,1.2750e+03
7.0273e-09,1.9690e-06,1.2760e+03
7.0180e-09,1.9723e-06,1.2770e+03
7.0087e-09,1.9755e-06,1.2780e+03
6.9995e-09,1.9787e-06,1.2790e+03
6.9904e-09,1.9819e-06,1.2800e+03
6.9812e-09,1.9851e-06,1.2810e+03
6.9720e-09,1.9883e-06,1.2820e+03
6.9629e-09,1.9915e-06,1.2830e+03
6.9538e-09,1.9947e-06,1.2840e+03
6.9446e-09,1.9979e-06,1.2850e+03
6.9357e-09,2.0011e-06,1.2860e+03
6.9266e-09,2.0043e-06,1.2870e+03
6.9175e-09,2.0075e-06,1.2880e+03
6.9085e-09,2.0108e-06,1.2890e+03
6.8996e-09,2.0140e-06,1.2900e+03
6.8905e-09,2.0172e-06,1.2910e+03
6.8815e-09,2.0204e-06,1.2920e+03
6.8725e-09,2.0236e-06,1.2930e+03
6.8638e-09,2.0268e-06,1.2940e+03
6.8548e-09,2.0300e-06,1.2950e+03
6.8458e-09,2.0333e-06,1.2960e+03
6.8370e-09,2.0365e-06,1.2970e+03
6.8281e-09,2.0397e-06,1.2980e+03
6.8193e-09,2.0429e-06,1.2990e+03
6.8105e-09,2.0461e-06,1.3000e+03
6.8017e-09,2.0493e-06,1.3010e+03
6.7929e-09,2.0525e-06,1.3020e+03
6.7841e-09,2.0557e-06,1.3030e+03
6.7753e-09,2.0590e-06,1.3040e+03
6.7667e-09,2.0622e-06,1.3050e+03
6.7579e-09,2.0654e-06,1.3060e+03
6.7492e-09,2.0686e-06,1.3070e+03
6.7404e-09,2.0719e-06,1.3080e+03
6.7318e-09,2.0751e-06,1.3090e+03
6.7232e-09,2.0784e-06,1.3100e+03
6.7145e-09,2.0816e-06,1.3110e+03
6.7059e-09,2.0848e-06,1.3120e+03
6.6974e-09,2.0881e-06,1.3130e+03
6.6888e-09,2.0913e-06,1.3140e+03
6.6801e-09,2.0945e-06,1.3150e+03
6.6716e-09,2.0978e-06,1.3160e+03
6.6632e-09,2.1010e-06,1.3170e+03
6.6545e-09,2.1041e-06,1.3180e+03
6.6460e-09,2.1073e-06,1.3190e+03
6.6376e-09,2.1104e-06,1.3200e+03
6.6291e-09,2.1136e-06,1.3210e+03
6.6207e-09,2.1166e-06,1.3220e+03
6.6123e-09,2.1197e-06,1.3230e+03
6.6038e-09,2.1227e-06,1.3240e+03
6.5955e-09,2.1257e-06,1.3250e+03
6.5870e-09,2.1287e-06,1.3260e+03
6.5787e-09,2.1316e-06,1.3270e+03
6.5703e-09,2.1346e-06,1.3280e+03
6.5620e-09,2.1375e-06,1.3290e+03
6.5537e-09,2.1403e-06,1.3300e+03
6.5454e-09,2.1432e-06,1.3310e+03
6.5370e-09,2.1461e-06,1.3320e+03
6.5289e-09,2.1489e-06,1.3330e+03
6.5205e-09,2.1517e-06,1.3340e+03
6.5124e-09,2.1546e-06,1.3350e+03
6.5040e-09,2.1574e-06,1.3360e+03
6.4959e-09,2.1602e-06,1.3370e+03
6.4877e-09,2.1631e-06,1.3380e+03
6.4795e-09,2.1659e-06,1.3390e+03
6.4714e-09,2.1687e-06,1.3400e+03
6.4632e-09,2.1716e-06,1.3410e+03
6.4550e-09,2.1744e-06,1.3420e+03
6.4469e-09,2.1773e-06,1.3430e+03
6.4389e-09,2.1801e-06,1.3440e+03
6.4307e-09,2.1830e-06,1.3450e+03
6.4227e-09,2.1859e-06,1.3460e+03
6.4147e-09,2.1887e-06,1.3470e+03
6.4065e-09,2.1916e-06,1.3480e+03
6.3985e-09,2.1945e-06,1.3490e+03
6.3905e-09,2.1974e-06,1.3500e+03
6.3826e-09,2.2002e-06,1.3510e+03
6.3746e-09,2.2031e-06,1.3520e+03
6.3666e-09,2.2060e-06,1.3530e+03
6.3586e-09,2.2088e-06,1.3540e+03
6.3507e-09,2.2117e-06,1.3550e+03
6.3427e-09,2.2146e-06,1.3560e+03
6.3349e-09,2.2174e-06,1.3570e+03
6.3270e-09,2.2203e-06,1.3580e+03
6.3192e-09,2.2232e-06,1.3590e+03
6.3113e-09,2.2260e-06,1.3600e+03
6.3034e-09,2.2289e-06,1.3610e+03
6.2956e-09,2.2318e-06,1.3620e+03
6.2877e-09,2.2347e-06,1.3630e+03
6.2799e-09,2.2376e-06,1.3640e+03
6.2722e-09,2.2405e-06,1.3650e+03
6.2643e-09,2.2434e-06,1.3660e+03
6.2566e-09,2.2463e-06,1.3670e+03
6.2489e-09,2.2492e-06,1.3680e+03
6.2411e-09,2.2522e-06,1.3690e+03
6.2334e-09,2.2551e-06,1.3700e+03
6.2257e-09,2.2580e-06,1.3710e+03
6.2180e-09,2.2610e-06,1.3720e+03
6.2105e-09,2.2639e-06,1.3730e+03
6.2028e-09,2.2669e-06,1.3740e+03
6.1951e-09,2.2698e-06,1.3750e+03
6.1874e-09,2.2728e-06,1.3760e+03
6.1798e-09,2.2757e-06,1.3770e+03
6.1723e-09,2.2787e-06,1.3780e+03
6.1646e-09,2.2816e-06,1.3790e+03
6.1571e-09,2.2846e-06,1.3800e+03
6.1495e-09,2.2875e-06,1.3810e+03
6.1420e-09,2.2905e-06,1.3820e+03
6.1344e-09,2.2934e-06,1.3830e+03
6.1269e-09,2.2963e-06,1.3840e+03
6.1194e-09,2.2993e-06,1.3850e+03
6.1120e-09,2.3022e-06,1.3860e+03
6.1044e-09,2.3051e-06,1.3870e+03
6.0969e-09,2.3081e-06,1.3880e+03
6.0895e-09,2.3110e-06,1.3890e+03
6.0821e-09,2.3139e-06,1.3900e+03
6.0746e-09,2.3169e-06,1.3910e+03
6.0672e-09,2.3198e-06,1.3920e+03
6.0598e-09,2.3227e-06,1.3930e+03
6.0524e-09,2.3257e-06,1.3940e+03
6.0451e-09,2.3286e-06,1.3950e+03
6.0377e-09,2.3316e-06,1.3960e+03
6.0303e-09,2.3345e-06,1.3970e+03
6.0231e-09,2.3374e-06,1.3980e+03
6.0157e-09,2.3404e-06,1.3990e+03
6.0085e-09,2.3433e-06,1.4000e+03
6.0011e-09,2.3462e-06,1.4010e+03
5.9938e-09,2.3492e-06,1.4020e+03
5.9866e-09,2.3521e-06,1.4030e+03
5.9794e-09,2.3550e-06,1.4040e+03
5.9720e-09,2.3580e-06,1.4050e+03
5.9648e-09,2.3609e-06,1.4060e+03
5.9576e-09,2.3639e-06,1.4070e+03
5.9505e-09,2.3668e-06,1.4080e+03
5.9433e-09,2.3698e-06,1.4090e+03
5.9360e-09,2.3727e-06,1.4100e+03
5.9290e-09,2.3757e-06,1.4110e+03
5.9217e-09,2.3787e-06,1.4120e+03
5.9147e-09,2.3817e-06,1.4130e+03
5.9075e-09,2.3847e-06,1.4140e+03
5.9004e-09,2.3877e-06,1.4150e+03
5.8933e-09,2.3907e-06,1.4160e+03
5.8862e-09,2.3938e-06,1.4170e+03
5.8792e-09,2.3969e-06,1.4180e+03
5.8721e-09,2.3999e-06,1.4190e+03
5.8650e-09,2.4030e-06,1.4200e+03
5.8580e-09,2.4061e-06,1.4210e+03
5.8509e-09,2.4093e-06,1.4220e+03
5.8440e-09,2.4124e-06,1.4230e+03
5.8369e-09,2.4156e-06,1.4240e+03
5.8300e-09,2.4187e-06,1.4250e+03
5.8229e-09,2.4219e-06,1.4260e+03
5.8160e-09,2.4251e-06,1.4270e+03
5.8091e-09,2.4283e-06,1.4280e+03
5.8021e-09,2.4315e-06,1.4290e+03
5.7951e-09,2.4347e-06,1.4300e+03
5.7882e-09,2.4379e-06,1.4310e+03
5.7813e-09,2.4412e-06,1.4320e+03
5.7744e-09,2.4444e-06,1.4330e+03
5.7676e-09,2.4477e-06,1.4340e+03
5.7607e-09,2.4510e-06,1.4350e+03
5.7538e-09,2.4543e-06,1.4360e+03
5.7471e-09,2.4576e-06,1.4370e+03
5.7402e-09,2.4610e-06,1.4380e+03
5.7334e-09,2.4644e-06,1.4390e+03
5.7265e-09,2.4678e-06,1.4400e+03
5.7197e-09,2.4712e-06,1.4410e+03
5.7130e-09,2.4747e-06,1.4420e+03
5.7062e-09,2.4782e-06,1.4430e+03
5.6995e-09,2.4817e-06,1.4440e+03
5.6927e-09,2.4852e-06,1.4450e+03
5.6860e-09,2.4888e-06,1.4460e+03
5.6792e-09,2.4923e-06,1.4470e+03
5.6726e-09,2.4959e-06,1.4480e+03
5.6659e-09,2.4995e-06,1.4490e+03
5.6591e-09,2.5031e-06,1.4500e+03
5.6525e-09,2.5068e-06,1.4510e+03
5.6458e-09,2.5104e-06,1.4520e+03
5.6392e-09,2.5140e-06,1.4530e+03
5.6326e-09,2.5177e-06,1.4540e+03
5.6258e-09,2.5213e-06,1.4550e+03
5.6192e-09,2.5250e-06,1.4560e+03
5.6126e-09,2.5286e-06,1.4570e+03
5.6060e-09,2.5323e-06,1.4580e+03
5.5994e-09,2.5360e-06,1.4590e+03
5.5928e-09,2.5397e-06,1.4600e+03
5.5864e-09,2.5434e-06,1.4610e+03
5.5798e-09,2.5471e-06,1.4620e+03
5.5732e-09,2.5509e-06,1.4630e+03
5.5667e-09,2.5546e-06,1.4640e+03
5.5601e-09,2.5584e-06,1.4650e+03
5.5537e-09,2.5622e-06,1.4660e+03
5.5471e-09,2.5661e-06,1.4670e+03
5.5407e-09,2.5699e-06,1.4680e+03
5.5342e-09,2.5738e-06,1.4690e+03
5.5278e-09,2.5777e-06,1.4700e+03
5.5212e-09,2.5816e-06,1.4710e+03
5.5148e-09,2.5856e-06,1.4720e+03
5.5083e-09,2.5896e-06,1.4730e+03
5.5020e-09,2.5936e-06,1.4740e+03
5.4956e-09,2.5976e-06,1.4750e+03
5.4891e-09,2.6016e-06,1.4760e+03
5.4827e-09,2.6056e-06,1.4770e+03
5.4764e-09,2.6097e-06,1.4780e+03
5.4700e-09,2.6138e-06,1.4790e+03
5.4637e-09,2.6178e-06,1.4800e+03
5.4573e-09,2.6219e-06,1.4810e+03
5.4510e-09,2.6259e-06,1.4820e+03
5.4447e-09,2.6300e-06,1.4830e+03
5.4384e-09,2.6341e-06,1.4840e+03
5.4320e-09,2.6381e-06,1.4850e+03
5.4257e-09,2.6421e-06,1.4860e+03
5.4194e-09,2.6462e-06,1.4870e+03
5.4131e-09,2.6502e-06,1.4880e+03
5.4070e-09,2.6542e-06,1.4890e+03
5.4007e-09,2.6582e-06,1.4900e+03
5.3944e-09,2.6623e-06,1.4910e+03
5.3881e-09,2.6663e-06,1.4920e+03
5.3820e-09,2.6703e-06,1.4930e+03
5.3757e-09,2.6743e-06,1.4940e+03
5.3696e-09,2.6784e-06,1.4950e+03
5.3633e-09,2.6824e-06,1.4960e+03
5.3572e-09,2.6864e-06,1.4970e+03
5.3511e-09,2.6905e-06,1.4980e+03
5.3449e-09,2.6946e-06,1.4990e+03
5.3387e-09,2.6987e-06,1.5000e+03
5.3325e-09,2.7028e-06,1.5010e+03
5.3264e-09,2.7069e-06,1.5020e+03
5.3203e-09,2.7111e-06,1.5030e+03
5.3143e-09,2.7153e-06,1.5040e+03
5.3082e-09,2.7195e-06,1.5050e+03
5.3021e-09,2.7237e-06,1.5060e+03
5.2959e-09,2.7280e-06,1.5070e+03
5.2900e-09,2.7322e-06,1.5080e+03
5.2838e-09,2.7366e-06,1.5090e+03
5.2779e-09,2.7409e-06,1.5100e+03
5.2717e-09,2.7452e-06,1.5110e+03
5.2658e-09,2.7496e-06,1.5120e+03
5.2598e-09,2.7540e-06,1.5130e+03
5.2537e-09,2.7584e-06,1.5140e+03
5.2477e-09,2.7628e-06,1.5150e+03
5.2417e-09,2.7672e-06,1.5160e+03
5.2358e-09,2.7716e-06,1.5170e+03
5.2298e-09,2.7760e-06,1.5180e+03
5.2238e-09,2.7804e-06,1.5190e+03
5.2179e-09,2.7848e-06,1.5200e+03
5.2119e-09,2.7892e-06,1.5210e+03
5.2061e-09,2.7935e-06,1.5220e+03
5.2001e-09,2.7979e-06,1.5230e+03
5.1942e-09,2.8022e-06,1.5240e+03
5.1883e-09,2.8065e-06,1.5250e+03
5.1824e-09,2.8107e-06,1.5260e+03
5.1766e-09,2.8150e-06,1.5270e+03
5.1707e-09,2.8192e-06,1.5280e+03
5.1648e-09,2.8234e-06,1.5290e+03
5.1590e-09,2.8276e-06,1.5300e+03
5.1532e-09,2.8318e-06,1.5310e+03
5.1473e-09,2.8360e-06,1.5320e+03
5.1415e-09,2.8402e-06,1.5330e+03
5.1357e-09,2.8444e-06,1.5340e+03
5.1299e-09,2.8485e-06,1.5350e+03
5.1241e-09,2.8527e-06,1.5360e+03
5.1183e-09,2.8569e-06,1.5370e+03
5.1125e-09,2.8611e-06,1.5380e+03
5.1068e-09,2.8652e-06,1.5390e+03
5.1010e-09,2.8694e-06,1.5400e+03
5.0952e-09,2.8736e-06,1.5410e+03
5.0895e-09,2.8778e-06,1.5420e+03
5.0837e-09,2.8820e-06,1.5430e+03
5.0781e-09,2.8862e-06,1.5440e+03
5.0724e-09,2.8904e-06,1.5450e+03
5.0666e-09,2.8946e-06,1.5460e+03
5.0609e-09,2.8988e-06,1.5470e+03
5.0553e-09,2.9030e-06,1.5480e+03
5.0496e-09,2.9072e-06,1.5490e+03
5.0440e-09,2.9113e-06,1.5500e+03
5.0383e-09,2.9155e-06,1.5510e+03
5.0327e-09,2.9197e-06,1.5520e+03
5.0270e-09,2.9238e-06,1.5530e+03
5.0214e-09,2.9280e-06,1.5540e+03
5.0157e-09,2.9321e-06,1.5550e+03
5.0102e-09,2.9363e-06,1.5560e+03
5.0046e-09,2.9404e-06,1.5570e+03
4.9989e-09,2.9445e-06,1.5580e+03
4.9934e-09,2.9487e-06,1.5590e+03
4.9877e-09,2.9528e-06,1.5600e+03
4.9823e-09,2.9569e-06,1.5610e+03
4.9768e-09,2.9610e-06,1.5620e+03
4.9711e-09,2.9651e-06,1.5630e+03
4.9656e-09,2.9691e-06,1.5640e+03
4.9601e-09,2.9732e-06,1.5650e+03
4.9546e-09,2.9773e-06,1.5660e+03
4.9491e-09,2.9813e-06,1.5670e+03
4.9436e-09,2.9853e-06,1.5680e+03
4.9381e-09,2.9893e-06,1.5690e+03
4.9326e-09,2.9933e-06,1.5700e+03
4.9271e-09,2.9972e-06,1.5710e+03
4.9216e-09,3.0011e-06,1.5720e+03
4.9163e-09,3.0050e-06,1.5730e+03
4.9108e-09,3.0089e-06,1.5740e+03
4.9053e-09,3.0127e-06,1.5750e+03
4.8999e-09,3.0165e-06,1.5760e+03
4.8944e-09,3.0203e-06,1.5770e+03
4.8891e-09,3.0241e-06,1.5780e+03
4.8836e-09,3.0278e-06,1.5790e+03
4.8783e-09,3.0316e-06,1.5800e+03
4.8729e-09,3.0353e-06,1.5810e+03
4.8674e-09,3.0390e-06,1.5820e+03
4.8621e-09,3.0427e-06,1.5830e+03
4.8567e-09,3.0464e-06,1.5840e+03
4.8514e-09,3.0501e-06,1.5850e+03
4.8461e-09,3.0538e-06,1.5860e+03
4.8407e-09,3.0574e-06,1.5870e+03
4.8354e-09,3.0611e-06,1.5880e+03
4.8300e-09,3.0647e-06,1.5890e+03
4.8249e-09,3.0684e-06,1.5900e+03
4.8195e-09,3.0720e-06,1.5910e+03
4.8142e-09,3.0756e-06,1.5920e+03
4.8088e-09,3.0792e-06,1.5930e+03
4.8037e-09,3.0827e-06,1.5940e+03
4.7983e-09,3.0863e-06,1.5950e+03
4.7931e-09,3.0898e-06,1.5960e+03
4.7878e-09,3.0932e-06,1.5970e+03
4.7826e-09,3.0966e-06,1.5980e+03
4.7774e-09,3.1000e-06,1.5990e+03
4.7721e-09,3.1034e-06,1.6000e+03
4.7669e-09,3.1067e-06,1.6010e+03
4.7617e-09,3.1100e-06,1.6020e+03
4.7565e-09,3.1132e-06,1.6030e+03
4.7513e-09,3.1164e-06,1.6040e+03
4.7462e-09,3.1196e-06,1.6050e+03
4.7410e-09,3.1227e-06,1.6060e+03
4.7358e-09,3.1259e-06,1.6070e+03
4.7306e-09,3.1290e-06,1.6080e+03
4.7254e-09,3.1321e-06,1.6090e+03
4.7204e-09,3.1352e-06,1.6100e+03
4.7152e-09,3.1382e-06,1.6110e+03
4.7100e-09,3.1413e-06,1.6120e+03
4.7050e-09,3.1444e-06,1.6130e+03
4.6998e-09,3.1474e-06,1.6140e+03
4.6948e-09,3.1505e-06,1.6150e+03
4.6896e-09,3.1535e-06,1.6160e+03
4.6846e-09,3.1566e-06,1.6170e+03
4.6796e-09,3.1596e-06,1.6180e+03
4.6744e-09,3.1626e-06,1.6190e+03
4.6693e-09,3.1657e-06,1.6200e+03
4.6643e-09,3.1687e-06,1.6210e+03
4.6593e-09,3.1716e-06,1.6220e+03
4.6543e-09,3.1746e-06,1.6230e+03
4.6492e-09,3.1776e-06,1.6240e+03
4.6442e-09,3.1805e-06,1.6250e+03
4.6392e-09,3.1834e-06,1.6260e+03
4.6342e-09,3.1862e-06,1.6270e+03
4.6291e-09,3.1891e-06,1.6280e+03
4.6241e-09,3.1918e-06,1.6290e+03
4.6192e-09,3.1946e-06,1.6300e+03
4.6142e-09,3.1973e-06,1.6310e+03
4.6092e-09,3.1999e-06,1.6320e+03
4.6043e-09,3.2026e-06,1.6330e+03
4.5993e-09,3.2051e-06,1.6340e+03
4.5944e-09,3.2077e-06,1.6350e+03
4.5894e-09,3.2102e-06,1.6360e+03
4.5845e-09,3.2127e-06,1.6370e+03
4.5797e-09,3.2151e-06,1.6380e+03
4.5746e-09,3.2175e-06,1.6390e+03
4.5698e-09,3.2199e-06,1.6400e+03
4.5649e-09,3.2222e-06,1.6410e+03
4.5600e-09,3.2245e-06,1.6420e+03
4.5552e-09,3.2268e-06,1.6430e+03
4.5503e-09,3.2291e-06,1.6440e+03
4.5454e-09,3.2314e-06,1.6450e+03
4.5405e-09,3.2336e-06,1.6460e+03
4.5357e-09,3.2359e-06,1.6470e+03
4.5308e-09,3.2381e-06,1.6480e+03
4.5259e-09,3.2403e-06,1.6490e+03
4.5211e-09,3.2425e-06,1.6500e+03
4.5164e-09,3.2446e-06,1.6510e+03
4.5115e-09,3.2468e-06,1.6520e+03
4.5066e-09,3.2490e-06,1.6530e+03
4.5019e-09,3.2511e-06,1.6540e+03
4.4970e-09,3.2533e-06,1.6550e+03
4.4923e-09,3.2555e-06,1.6560e+03
4.4876e-09,3.2576e-06,1.6570e+03
4.4827e-09,3.2598e-06,1.6580e+03
4.4780e-09,3.2619e-06,1.6590e+03
4.4733e-09,3.2641e-06,1.6600e+03
4.4684e-09,3.2663e-06,1.6610e+03
4.4637e-09,3.2685e-06,1.6620e+03
4.4590e-09,3.2707e-06,1.6630e+03
4.4543e-09,3.2729e-06,1.6640e+03
4.4496e-09,3.2751e-06,1.6650e+03
4.4449e-09,3.2773e-06,1.6660e+03
4.4402e-09,3.2796e-06,1.6670e+03
4.4355e-09,3.2818e-06,1.6680e+03
4.4307e-09,3.2840e-06,1.6690e+03
4.4260e-09,3.2862e-06,1.6700e+03
4.4215e-09,3.2885e-06,1.6710e+03
4.4168e-09,3.2907e-06,1.6720e+03
4.4121e-09,3.2929e-06,1.6730e+03
4.4075e-09,3.2951e-06,1.6740e+03
4.4028e-09,3.2973e-06,1.6750e+03
4.3982e-09,3.2995e-06,1.6760e+03
4.3935e-09,3.3017e-06,1.6770e+03
4.3890e-09,3.3039e-06,1.6780e+03
4.3842e-09,3.3060e-06,1.6790e+03
4.3797e-09,3.3081e-06,1.6800e+03
4.3751e-09,3.3102e-06,1.6810e+03
4.3704e-09,3.3123e-06,1.6820e+03
4.3659e-09,3.3144e-06,1.6830e+03
4.3613e-09,3.3165e-06,1.6840e+03
4.3568e-09,3.3186e-06,1.6850e+03
4.3522e-09,3.3206e-06,1.6860e+03
4.3477e-09,3.3227e-06,1.6870e+03
4.3431e-09,3.3247e-06,1.6880e+03
4.3385e-09,3.3267e-06,1.6890e+03
4.3340e-09,3.3288e-06,1.6900e+03
4.3294e-09,3.3308e-06,1.6910e+03
4.3249e-09,3.3328e-06,1.6920e+03
4.3203e-09,3.3348e-06,1.6930e+03
4.3159e-09,3.3369e-06,1.6940e+03
4.3114e-09,3.3389e-06,1.6950e+03
4.3068e-09,3.3409e-06,1.6960e+03
4.3024e-09,3.3430e-06,1.6970e+03
4.2979e-09,3.3450e-06,1.6980e+03
4.2935e-09,3.3470e-06,1.6990e+03
4.2889e-09,3.3491e-06,1.7000e+03
4.2845e-09,3.3511e-06,1.7010e+03
4.2801e-09,3.3532e-06,1.7020e+03
4.2756e-09,3.3552e-06,1.7030e+03
4.2712e-09,3.3573e-06,1.7040e+03
4.2668e-09,3.3593e-06,1.7050e+03
4.2622e-09,3.3614e-06,1.7060e+03
4.2578e-09,3.3634e-06,1.7070e+03
4.2534e-09,3.3655e-06,1.7080e+03
4.2490e-09,3.3675e-06,1.7090e+03
4.2446e-09,3.3696e-06,1.7100e+03
4.2402e-09,3.3716e-06,1.7110e+03
4.2358e-09,3.3737e-06,1.7120e+03
4.2314e-09,3.3757e-06,1.7130e+03
4.2270e-09,3.3777e-06,1.7140e+03
4.2228e-09,3.3798e-06,1.7150e+03
4.2184e-09,3.3819e-06,1.7160e+03
4.2140e-09,3.3839e-06,1.7170e+03
4.2096e-09,3.3860e-06,1.7180e+03
4.2053e-09,3.3881e-06,1.7190e+03
4.2009e-09,3.3902e-06,1.7200e+03
