# Lensing power spectrum, taken from the Planck PR2
# We extrapolated the multipoles 0-7 because they are set to zero
# in the original release
Cl,Nl,ell
2.5709e-08,8.1109e-07,5.6100e+02
2.5640e-08,8.1241e-07,5.6200e+02
2.5574e-08,8.1372e-07,5.6300e+02
2.5507e-08,8.1503e-07,5.6400e+02
2.5439e-08,8.1634e-07,5.6500e+02
2.5373e-08,8.1765e-07,5.6600e+02
2.5307e-08,8.1896e-07,5.6700e+02
2.5240e-08,8.2027e-07,5.6800e+02
2.5175e-08,8.2160e-07,5.6900e+02
2.5109e-08,8.2293e-07,5.7000e+02
2.5043e-08,8.2428e-07,5.7100e+02
2.4979e-08,8.2563e-07,5.7200e+02
2.4914e-08,8.2701e-07,5.7300e+02
2.4848e-08,8.2840e-07,5.7400e+02
2.4786e-08,8.2980e-07,5.7500e+02
2.4721e-08,8.3122e-07,5.7600e+02
2.4657e-08,8.3266e-07,5.7700e+02
2.4594e-08,8.3412e-07,5.7800e+02
2.4531e-08,8.3558e-07,5.7900e+02
2.4467e-08,8.3706e-07,5.8000e+02
2.4404e-08,8.3856e-07,5.8100e+02
2.4343e-08,8.4006e-07,5.8200e+02
2.4280e-08,8.4156e-07,5.8300e+02
2.4219e-08,8.4307e-07,5.8400e+02
2.4156e-08,8.4459e-07,5.8500e+02
2.4094e-08,8.4610e-07,5.8600e+02
2.4033e-08,8.4761e-07,5.8700e+02
2.3972e-08,8.4911e-07,5.8800e+02
2.3912e-08,8.5061e-07,5.8900e+02
2.3851e-08,8.5210e-07,5.9000e+02
2.3791e-08,8.5358e-07,5.9100e+02
2.3730e-08,8.5505e-07,5.9200e+02
2.3670e-08,8.5651e-07,5.9300e+02
2.3611e-08,8.5795e-07,5.9400e+02
2.3553e-08,8.5939e-07,5.9500e+02
2.3493e-08,8.6081e-07,5.9600e+02
2.3433e-08,8.6222e-07,5.9700e+02
2.3375e-08,8.6361e-07,5.9800e+02
2.3317e-08,8.6499e-07,5.9900e+02
2.3259e-08,8.6636e-07,6.0000e+02
2.3201e-08,8.6772e-07,6.0100e+02
2.3143e-08,8.6907e-07,6.0200e+02
2.3084e-08,8.7041e-07,6.0300e+02
2.3028e-08,8.7174e-07,6.0400e+02
2.2971e-08,8.7306e-07,6.0500e+02
2.2913e-08,8.7437e-07,6.0600e+02
2.2857e-08,8.7568e-07,6.0700e+02
2.2800e-08,8.7698e-07,6.0800e+02
2.2745e-08,8.7827e-07,6.0900e+02
2.2689e-08,8.7956e-07,6.1000e+02
2.2632e-08,8.8084e-07,6.1100e+02
2.2577e-08,8.8213e-07,6.1200e+02
2.2522e-08,8.8341e-07,6.1300e+02
2.2467e-08,8.8468e-07,6.1400e+02
2.2412e-08,8.8596e-07,6.1500e+02
2.2357e-08,8.8723e-07,6.1600e+02
2.2302e-08,8.8851e-07,6.1700e+02
2.2249e-08,8.8978e-07,6.1800e+02
2.2194e-08,8.9105e-07,6.1900e+02
2.2140e-08,8.9233e-07,6.2000e+02
2.2087e-08,8.9360e-07,6.2100e+02
2.2034e-08,8.9487e-07,6.2200e+02
2.1980e-08,8.9615e-07,6.2300e+02
2.1927e-08,8.9742e-07,6.2400e+02
2.1873e-08,8.9869e-07,6.2500e+02
2.1822e-08,8.9997e-07,6.2600e+02
2.1770e-08,9.0124e-07,6.2700e+02
2.1716e-08,9.0251e-07,6.2800e+02
2.1664e-08,9.0379e-07,6.2900e+02
2.1613e-08,9.0506e-07,6.3000e+02
2.1561e-08,9.0633e-07,6.3100e+02
2.1509e-08,9.0761e-07,6.3200e+02
2.1459e-08,9.0888e-07,6.3300e+02
2.1407e-08,9.1015e-07,6.3400e+02
2.1357e-08,9.1141e-07,6.3500e+02
2.1306e-08,9.1268e-07,6.3600e+02
2.1256e-08,9.1394e-07,6.3700e+02
2.1206e-08,9.1519e-07,6.3800e+02
2.1155e-08,9.1644e-07,6.3900e+02
2.1105e-08,9.1769e-07,6.4000e+02
2.1055e-08,9.1893e-07,6.4100e+02
2.1006e-08,9.2016e-07,6.4200e+02
2.0956e-08,9.2138e-07,6.4300e+02
2.0907e-08,9.2259e-07,6.4400e+02
2.0859e-08,9.2380e-07,6.4500e+02
2.0810e-08,9.2499e-07,6.4600e+02
2.0761e-08,9.2617e-07,6.4700e+02
2.0713e-08,9.2735e-07,6.4800e+02
2.0664e-08,9.2851e-07,6.4900e+02
2.0617e-08,9.2966e-07,6.5000e+02
2.0568e-08,9.3079e-07,6.5100e+02
2.0521e-08,9.3192e-07,6.5200e+02
2.0472e-08,9.3303e-07,6.5300e+02
2.0425e-08,9.3413e-07,6.5400e+02
2.0378e-08,9.3521e-07,6.5500e+02
2.0331e-08,9.3628e-07,6.5600e+02
2.0284e-08,9.3734e-07,6.5700e+02
2.0238e-08,9.3837e-07,6.5800e+02
2.0191e-08,9.3940e-07,6.5900e+02
2.0145e-08,9.4040e-07,6.6000e+02
2.0098e-08,9.4139e-07,6.6100e+02
2.0053e-08,9.4235e-07,6.6200e+02
2.0007e-08,9.4330e-07,6.6300e+02
1.9962e-08,9.4423e-07,6.6400e+02
1.9916e-08,9.4514e-07,6.6500e+02
1.9871e-08,9.4603e-07,6.6600e+02
1.9825e-08,9.4690e-07,6.6700e+02
1.9781e-08,9.4775e-07,6.6800e+02
1.9735e-08,9.4858e-07,6.6900e+02
1.9692e-08,9.4939e-07,6.7000e+02
1.9646e-08,9.5019e-07,6.7100e+02
1.9602e-08,9.5096e-07,6.7200e+02
1.9558e-08,9.5172e-07,6.7300e+02
1.9514e-08,9.5246e-07,6.7400e+02
1.9470e-08,9.5319e-07,6.7500e+02
1.9426e-08,9.5390e-07,6.7600e+02
1.9382e-08,9.5461e-07,6.7700e+02
1.9340e-08,9.5530e-07,6.7800e+02
1.9296e-08,9.5599e-07,6.7900e+02
1.9253e-08,9.5667e-07,6.8000e+02
1.9209e-08,9.5735e-07,6.8100e+02
1.9167e-08,9.5802e-07,6.8200e+02
1.9124e-08,9.5870e-07,6.8300e+02
1.9082e-08,9.5937e-07,6.8400e+02
1.9040e-08,9.6005e-07,6.8500e+02
1.8997e-08,9.6073e-07,6.8600e+02
1.8956e-08,9.6141e-07,6.8700e+02
1.8914e-08,9.6210e-07,6.8800e+02
1.8872e-08,9.6280e-07,6.8900e+02
1.8831e-08,9.6350e-07,6.9000e+02
1.8788e-08,9.6420e-07,6.9100e+02
1.8747e-08,9.6492e-07,6.9200e+02
1.8707e-08,9.6564e-07,6.9300e+02
1.8666e-08,9.6637e-07,6.9400e+02
1.8625e-08,9.6710e-07,6.9500e+02
1.8584e-08,9.6784e-07,6.9600e+02
1.8543e-08,9.6859e-07,6.9700e+02
1.8502e-08,9.6935e-07,6.9800e+02
1.8463e-08,9.7011e-07,6.9900e+02
1.8422e-08,9.7087e-07,7.0000e+02
1.8383e-08,9.7163e-07,7.0100e+02
1.8342e-08,9.7240e-07,7.0200e+02
1.8303e-08,9.7317e-07,7.0300e+02
1.8264e-08,9.7394e-07,7.0400e+02
1.8224e-08,9.7470e-07,7.0500e+02
1.8185e-08,9.7547e-07,7.0600e+02
1.8146e-08,9.7622e-07,7.0700e+02
1.8107e-08,9.7698e-07,7.0800e+02
1.8067e-08,9.7772e-07,7.0900e+02
1.8030e-08,9.7846e-07,7.1000e+02
1.7990e-08,9.7919e-07,7.1100e+02
1.7951e-08,9.7992e-07,7.1200e+02
1.7913e-08,9.8064e-07,7.1300e+02
1.7876e-08,9.8135e-07,7.1400e+02
1.7836e-08,9.8206e-07,7.1500e+02
1.7799e-08,9.8276e-07,7.1600e+02
1.7761e-08,9.8345e-07,7.1700e+02
1.7723e-08,9.8414e-07,7.1800e+02
1.7686e-08,9.8483e-07,7.1900e+02
1.7648e-08,9.8552e-07,7.2000e+02
1.7612e-08,9.8620e-07,7.2100e+02
1.7574e-08,9.8689e-07,7.2200e+02
1.7536e-08,9.8757e-07,7.2300e+02
1.7500e-08,9.8825e-07,7.2400e+02
1.7463e-08,9.8893e-07,7.2500e+02
1.7426e-08,9.8961e-07,7.2600e+02
1.7390e-08,9.9028e-07,7.2700e+02
1.7353e-08,9.9095e-07,7.2800e+02
1.7316e-08,9.9162e-07,7.2900e+02
1.7280e-08,9.9228e-07,7.3000e+02
1.7244e-08,9.9294e-07,7.3100e+02
1.7208e-08,9.9359e-07,7.3200e+02
1.7172e-08,9.9424e-07,7.3300e+02
1.7137e-08,9.9488e-07,7.3400e+02
1.7101e-08,9.9551e-07,7.3500e+02
1.7065e-08,9.9614e-07,7.3600e+02
1.7031e-08,9.9677e-07,7.3700e+02
1.6994e-08,9.9739e-07,7.3800e+02
1.6960e-08,9.9801e-07,7.3900e+02
1.6925e-08,9.9864e-07,7.4000e+02
1.6889e-08,9.9926e-07,7.4100e+02
1.6855e-08,9.9989e-07,7.4200e+02
1.6820e-08,1.0005e-06,7.4300e+02
1.6786e-08,1.0012e-06,7.4400e+02
1.6751e-08,1.0018e-06,7.4500e+02
1.6716e-08,1.0025e-06,7.4600e+02
1.6682e-08,1.0031e-06,7.4700e+02
1.6649e-08,1.0038e-06,7.4800e+02
1.6614e-08,1.0045e-06,7.4900e+02
1.6580e-08,1.0052e-06,7.5000e+02
1.6547e-08,1.0059e-06,7.5100e+02
1.6512e-08,1.0066e-06,7.5200e+02
1.6479e-08,1.0074e-06,7.5300e+02
1.6446e-08,1.0081e-06,7.5400e+02
1.6412e-08,1.0088e-06,7.5500e+02
1.6379e-08,1.0096e-06,7.5600e+02
1.6346e-08,1.0103e-06,7.5700e+02
1.6313e-08,1.0111e-06,7.5800e+02
1.6280e-08,1.0119e-06,7.5900e+02
1.6247e-08,1.0126e-06,7.6000e+02
1.6214e-08,1.0134e-06,7.6100e+02
1.6181e-08,1.0142e-06,7.6200e+02
1.6149e-08,1.0149e-06,7.6300e+02
1.6116e-08,1.0157e-06,7.6400e+02
1.6083e-08,1.0165e-06,7.6500e+02
1.6052e-08,1.0173e-06,7.6600e+02
1.6019e-08,1.0181e-06,7.6700e+02
1.5988e-08,1.0189e-06,7.6800e+02
1.5956e-08,1.0197e-06,7.6900e+02
1.5923e-08,1.0205e-06,7.7000e+02
1.5892e-08,1.0213e-06,7.7100e+02
1.5860e-08,1.0221e-06,7.7200e+02
1.5829e-08,1.0229e-06,7.7300e+02
1.5797e-08,1.0237e-06,7.7400e+02
1.5766e-08,1.0245e-06,7.7500e+02
1.5735e-08,1.0253e-06,7.7600e+02
1.5704e-08,1.0261e-06,7.7700e+02
1.5672e-08,1.0269e-06,7.7800e+02
1.5641e-08,1.0277e-06,7.7900e+02
1.5611e-08,1.0285e-06,7.8000e+02
1.5580e-08,1.0293e-06,7.8100e+02
1.5549e-08,1.0302e-06,7.8200e+02
1.5519e-08,1.0310e-06,7.8300e+02
1.5488e-08,1.0318e-06,7.8400e+02
1.5458e-08,1.0326e-06,7.8500e+02
1.5427e-08,1.0334e-06,7.8600e+02
1.5397e-08,1.0342e-06,7.8700e+02
1.5367e-08,1.0350e-06,7.8800e+02
1.5337e-08,1.0359e-06,7.8900e+02
1.5307e-08,1.0367e-06,7.9000e+02
1.5277e-08,1.0375e-06,7.9100e+02
1.5247e-08,1.0384e-06,7.9200e+02
1.5218e-08,1.0392e-06,7.9300e+02
1.5188e-08,1.0401e-06,7.9400e+02
1.5158e-08,1.0410e-06,7.9500e+02
1.5129e-08,1.0419e-06,7.9600e+02
1.5100e-08,1.0428e-06,7.9700e+02
1.5070e-08,1.0437e-06,7.9800e+02
1.5041e-08,1.0446e-06,7.9900e+02
1.5012e-08,1.0456e-06,8.0000e+02
1.4983e-08,1.0465e-06,8.0100e+02
1.4954e-08,1.0475e-06,8.0200e+02
1.4925e-08,1.0485e-06,8.0300e+02
1.4897e-08,1.0495e-06,8.0400e+02
1.4868e-08,1.0506e-06,8.0500e+02
1.4839e-08,1.0516e-06,8.0600e+02
1.4811e-08,1.0527e-06,8.0700e+02
1.4783e-08,1.0537e-06,8.0800e+02
1.4754e-08,1.0548e-06,8.0900e+02
1.4726e-08,1.0559e-06,8.1000e+02
1.4698e-08,1.0570e-06,8.1100e+02
1.4670e-08,1.0582e-06,8.1200e+02
1.4642e-08,1.0593e-06,8.1300e+02
1.4614e-08,1.0604e-06,8.1400e+02
1.4586e-08,1.0616e-06,8.1500e+02
1.4558e-08,1.0628e-06,8.1600e+02
1.4531e-08,1.0639e-06,8.1700e+02
1.4503e-08,1.0651e-06,8.1800e+02
1.4476e-08,1.0663e-06,8.1900e+02
1.4448e-08,1.0675e-06,8.2000e+02
1.4421e-08,1.0687e-06,8.2100e+02
1.4393e-08,1.0699e-06,8.2200e+02
1.4366e-08,1.0711e-06,8.2300e+02
1.4339e-08,1.0724e-06,8.2400e+02
1.4312e-08,1.0736e-06,8.2500e+02
1.4285e-08,1.0748e-06,8.2600e+02
1.4258e-08,1.0761e-06,8.2700e+02
1.4231e-08,1.0773e-06,8.2800e+02
1.4205e-08,1.0785e-06,8.2900e+02
1.4178e-08,1.0798e-06,8.3000e+02
1.4151e-08,1.0811e-06,8.3100e+02
1.4125e-08,1.0823e-06,8.3200e+02
1.4099e-08,1.0836e-06,8.3300e+02
1.4072e-08,1.0849e-06,8.3400e+02
1.4046e-08,1.0861e-06,8.3500e+02
1.4020e-08,1.0874e-06,8.3600e+02
1.3993e-08,1.0887e-06,8.3700e+02
1.3967e-08,1.0900e-06,8.3800e+02
1.3941e-08,1.0913e-06,8.3900e+02
1.3916e-08,1.0926e-06,8.4000e+02
1.3890e-08,1.0939e-06,8.4100e+02
1.3864e-08,1.0952e-06,8.4200e+02
1.3838e-08,1.0966e-06,8.4300e+02
1.3812e-08,1.0979e-06,8.4400e+02
1.3787e-08,1.0992e-06,8.4500e+02
1.3761e-08,1.1006e-06,8.4600e+02
1.3736e-08,1.1020e-06,8.4700e+02
1.3711e-08,1.1033e-06,8.4800e+02
1.3685e-08,1.1047e-06,8.4900e+02
1.3660e-08,1.1061e-06,8.5000e+02
1.3635e-08,1.1076e-06,8.5100e+02
1.3610e-08,1.1090e-06,8.5200e+02
1.3585e-08,1.1105e-06,8.5300e+02
1.3560e-08,1.1119e-06,8.5400e+02
1.3535e-08,1.1134e-06,8.5500e+02
1.3510e-08,1.1149e-06,8.5600e+02
1.3486e-08,1.1164e-06,8.5700e+02
1.3461e-08,1.1179e-06,8.5800e+02
1.3436e-08,1.1194e-06,8.5900e+02
1.3412e-08,1.1210e-06,8.6000e+02
1.3387e-08,1.1225e-06,8.6100e+02
1.3363e-08,1.1240e-06,8.6200e+02
1.3339e-08,1.1256e-06,8.6300e+02
1.3314e-08,1.1272e-06,8.6400e+02
1.3290e-08,1.1287e-06,8.6500e+02
1.3266e-08,1.1303e-06,8.6600e+02
1.3242e-08,1.1319e-06,8.6700e+02
1.3218e-08,1.1334e-06,8.6800e+02
1.3194e-08,1.1350e-06,8.6900e+02
1.3170e-08,1.1366e-06,8.7000e+02
1.3146e-08,1.1382e-06,8.7100e+02
1.3122e-08,1.1398e-06,8.7200e+02
1.3099e-08,1.1414e-06,8.7300e+02
1.3075e-08,1.1430e-06,8.7400e+02
1.3052e-08,1.1446e-06,8.7500e+02
1.3028e-08,1.1462e-06,8.7600e+02
1.3005e-08,1.1479e-06,8.7700e+02
1.2981e-08,1.1495e-06,8.7800e+02
1.2958e-08,1.1511e-06,8.7900e+02
1.2935e-08,1.1527e-06,8.8000e+02
1.2911e-08,1.1544e-06,8.8100e+02
1.2888e-08,1.1560e-06,8.8200e+02
1.2865e-08,1.1577e-06,8.8300e+02
1.2842e-08,1.1594e-06,8.8400e+02
1.2819e-08,1.1610e-06,8.8500e+02
1.2796e-08,1.1627e-06,8.8600e+02
1.2774e-08,1.1644e-06,8.8700e+02
1.2751e-08,1.1661e-06,8.8800e+02
1.2728e-08,1.1678e-06,8.8900e+02
1.2706e-08,1.1695e-06,8.9000e+02
1.2683e-08,1.1712e-06,8.9100e+02
1.2660e-08,1.1729e-06,8.9200e+02
1.2638e-08,1.1746e-06,8.9300e+02
1.2616e-08,1.1763e-06,8.9400e+02
1.2593e-08,1.1780e-06,8.9500e+02
1.2571e-08,1.1798e-06,8.9600e+02
1.2549e-08,1.1815e-06,8.9700e+02
1.2526e-08,1.1832e-06,8.9800e+02
1.2504e-08,1.1849e-06,8.9900e+02
1.2482e-08,1.1867e-06,9.0000e+02
1.2460e-08,1.1884e-06,9.0100e+02
1.2438e-08,1.1901e-06,9.0200e+02
1.2416e-08,1.1918e-06,9.0300e+02
1.2395e-08,1.1936e-06,9.0400e+02
1.2373e-08,1.1953e-06,9.0500e+02
1.2351e-08,1.1970e-06,9.0600e+02
1.2329e-08,1.1987e-06,9.0700e+02
1.2308e-08,1.2004e-06,9.0800e+02
1.2286e-08,1.2020e-06,9.0900e+02
1.2265e-08,1.2037e-06,9.1000e+02
1.2243e-08,1.2054e-06,9.1100e+02
1.2222e-08,1.2070e-06,9.1200e+02
1.2201e-08,1.2087e-06,9.1300e+02
1.2179e-08,1.2103e-06,9.1400e+02
1.2158e-08,1.2119e-06,9.1500e+02
1.2137e-08,1.2135e-06,9.1600e+02
1.2116e-08,1.2151e-06,9.1700e+02
1.2095e-08,1.2167e-06,9.1800e+02
1.2074e-08,1.2183e-06,9.1900e+02
1.2053e-08,1.2199e-06,9.2000e+02
1.2032e-08,1.2214e-06,9.2100e+02
1.2011e-08,1.2230e-06,9.2200e+02
1.1990e-08,1.2246e-06,9.2300e+02
1.1969e-08,1.2262e-06,9.2400e+02
1.1949e-08,1.2278e-06,9.2500e+02
1.1928e-08,1.2294e-06,9.2600e+02
1.1907e-08,1.2309e-06,9.2700e+02
1.1887e-08,1.2325e-06,9.2800e+02
1.1866e-08,1.2341e-06,9.2900e+02
1.1846e-08,1.2358e-06,9.3000e+02
1.1825e-08,1.2374e-06,9.3100e+02
1.1805e-08,1.2390e-06,9.3200e+02
1.1785e-08,1.2406e-06,9.3300e+02
1.1765e-08,1.2423e-06,9.3400e+02
1.1744e-08,1.2439e-06,9.3500e+02
1.1724e-08,1.2456e-06,9.3600e+02
1.1704e-08,1.2472e-06,9.3700e+02
1.1684e-08,1.2489e-06,9.3800e+02
1.1664e-08,1.2505e-06,9.3900e+02
1.1644e-08,1.2521e-06,9.4000e+02
1.1624e-08,1.2538e-06,9.4100e+02
1.1605e-08,1.2554e-06,9.4200e+02
1.1585e-08,1.2571e-06,9.4300e+02
1.1565e-08,1.2587e-06,9.4400e+02
1.1545e-08,1.2603e-06,9.4500e+02
1.1526e-08,1.2619e-06,9.4600e+02
1.1506e-08,1.2636e-06,9.4700e+02
1.1487e-08,1.2652e-06,9.4800e+02
1.1467e-08,1.2667e-06,9.4900e+02
1.1448e-08,1.2683e-06,9.5000e+02
1.1428e-08,1.2699e-06,9.5100e+02
1.1409e-08,1.2715e-06,9.5200e+02
1.1390e-08,1.2730e-06,9.5300e+02
1.1370e-08,1.2746e-06,9.5400e+02
1.1351e-08,1.2761e-06,9.5500e+02
1.1332e-08,1.2776e-06,9.5600e+02
1.1313e-08,1.2791e-06,9.5700e+02
1.1294e-08,1.2806e-06,9.5800e+02
1.1275e-08,1.2822e-06,9.5900e+02
1.1256e-08,1.2837e-06,9.6000e+02
1.1237e-08,1.2852e-06,9.6100e+02
1.1218e-08,1.2866e-06,9.6200e+02
1.1199e-08,1.2881e-06,9.6300e+02
1.1180e-08,1.2896e-06,9.6400e+02
1.1162e-08,1.2911e-06,9.6500e+02
1.1143e-08,1.2926e-06,9.6600e+02
1.1124e-08,1.2941e-06,9.6700e+02
1.1106e-08,1.2956e-06,9.6800e+02
1.1087e-08,1.2971e-06,9.6900e+02
1.1069e-08,1.2986e-06,9.7000e+02
1.1050e-08,1.3001e-06,9.7100e+02
1.1032e-08,1.3016e-06,9.7200e+02
1.1013e-08,1.3030e-06,9.7300e+02
1.0995e-08,1.3045e-06,9.7400e+02
1.0977e-08,1.3060e-06,9.7500e+02
1.0959e-08,1.3074e-06,9.7600e+02
1.0940e-08,1.3089e-06,9.7700e+02
1.0922e-08,1.3103e-06,9.7800e+02
1.0904e-08,1.3118e-06,9.7900e+02
1.0886e-08,1.3132e-06,9.8000e+02
1.0868e-08,1.3146e-06,9.8100e+02
1.0850e-08,1.3160e-06,9.8200e+02
1.0832e-08,1.3174e-06,9.8300e+02
1.0814e-08,1.3188e-06,9.8400e+02
1.0796e-08,1.3202e-06,9.8500e+02
1.0779e-08,1.3216e-06,9.8600e+02
1.0761e-08,1.3230e-06,9.8700e+02
1.0743e-08,1.3244e-06,9.8800e+02
1.0725e-08,1.3257e-06,9.8900e+02
1.0708e-08,1.3271e-06,9.9000e+02
1.0690e-08,1.3285e-06,9.9100e+02
1.0673e-08,1.3299e-06,9.9200e+02
1.0655e-08,1.3313e-06,9.9300e+02
1.0638e-08,1.3326e-06,9.9400e+02
1.0620e-08,1.3340e-06,9.9500e+02
1.0603e-08,1.3354e-06,9.9600e+02
1.0586e-08,1.3368e-06,9.9700e+02
1.0568e-08,1.3381e-06,9.9800e+02
1.0551e-08,1.3395e-06,9.9900e+02
1.0534e-08,1.3408e-06,1.0000e+03
1.0517e-08,1.3422e-06,1.0010e+03
1.0500e-08,1.3435e-06,1.0020e+03
1.0483e-08,1.3449e-06,1.0030e+03
1.0465e-08,1.3462e-06,1.0040e+03
1.0448e-08,1.3475e-06,1.0050e+03
1.0432e-08,1.3488e-06,1.0060e+03
1.0415e-08,1.3501e-06,1.0070e+03
1.0398e-08,1.3514e-06,1.0080e+03
1.0381e-08,1.3527e-06,1.0090e+03
1.0364e-08,1.3539e-06,1.0100e+03
1.0347e-08,1.3552e-06,1.0110e+03
1.0330e-08,1.3565e-06,1.0120e+03
1.0314e-08,1.3577e-06,1.0130e+03
1.0297e-08,1.3590e-06,1.0140e+03
1.0281e-08,1.3603e-06,1.0150e+03
1.0264e-08,1.3615e-06,1.0160e+03
1.0248e-08,1.3628e-06,1.0170e+03
1.0231e-08,1.3640e-06,1.0180e+03
1.0215e-08,1.3653e-06,1.0190e+03
1.0198e-08,1.3665e-06,1.0200e+03
1.0182e-08,1.3678e-06,1.0210e+03
1.0166e-08,1.3691e-06,1.0220e+03
1.0149e-08,1.3703e-06,1.0230e+03
1.0133e-08,1.3716e-06,1.0240e+03
1.0117e-08,1.3728e-06,1.0250e+03
1.0101e-08,1.3741e-06,1.0260e+03
1.0085e-08,1.3753e-06,1.0270e+03
1.0068e-08,1.3766e-06,1.0280e+03
1.0052e-08,1.3779e-06,1.0290e+03
1.0036e-08,1.3791e-06,1.0300e+03
1.0020e-08,1.3804e-06,1.0310e+03
1.0004e-08,1.3816e-06,1.0320e+03
9.9885e-09,1.3829e-06,1.0330e+03
9.9727e-09,1.3842e-06,1.0340e+03
9.9568e-09,1.3854e-06,1.0350e+03
9.9411e-09,1.3867e-06,1.0360e+03
9.9252e-09,1.3880e-06,1.0370e+03
9.9095e-09,1.3893e-06,1.0380e+03
9.8940e-09,1.3906e-06,1.0390e+03
9.8783e-09,1.3919e-06,1.0400e+03
9.8627e-09,1.3932e-06,1.0410e+03
9.8472e-09,1.3945e-06,1.0420e+03
9.8316e-09,1.3958e-06,1.0430e+03
9.8161e-09,1.3971e-06,1.0440e+03
9.8007e-09,1.3984e-06,1.0450e+03
9.7851e-09,1.3997e-06,1.0460e+03
9.7699e-09,1.4010e-06,1.0470e+03
9.7545e-09,1.4023e-06,1.0480e+03
9.7391e-09,1.4037e-06,1.0490e+03
9.7239e-09,1.4050e-06,1.0500e+03
9.7086e-09,1.4063e-06,1.0510e+03
9.6934e-09,1.4076e-06,1.0520e+03
9.6783e-09,1.4090e-06,1.0530e+03
9.6631e-09,1.4103e-06,1.0540e+03
9.6480e-09,1.4116e-06,1.0550e+03
9.6329e-09,1.4129e-06,1.0560e+03
9.6180e-09,1.4142e-06,1.0570e+03
9.6029e-09,1.4156e-06,1.0580e+03
9.5880e-09,1.4169e-06,1.0590e+03
9.5731e-09,1.4182e-06,1.0600e+03
9.5581e-09,1.4195e-06,1.0610e+03
9.5434e-09,1.4209e-06,1.0620e+03
9.5285e-09,1.4222e-06,1.0630e+03
9.5137e-09,1.4235e-06,1.0640e+03
9.4991e-09,1.4249e-06,1.0650e+03
9.4843e-09,1.4262e-06,1.0660e+03
9.4695e-09,1.4276e-06,1.0670e+03
9.4549e-09,1.4289e-06,1.0680e+03
9.4403e-09,1.4303e-06,1.0690e+03
9.4257e-09,1.4317e-06,1.0700e+03
9.4113e-09,1.4331e-06,1.0710e+03
9.3967e-09,1.4345e-06,1.0720e+03
9.3822e-09,1.4359e-06,1.0730e+03
9.3678e-09,1.4373e-06,1.0740e+03
9.3535e-09,1.4387e-06,1.0750e+03
9.3390e-09,1.4401e-06,1.0760e+03
9.3247e-09,1.4415e-06,1.0770e+03
9.3104e-09,1.4429e-06,1.0780e+03
9.2961e-09,1.4444e-06,1.0790e+03
9.2818e-09,1.4458e-06,1.0800e+03
9.2677e-09,1.4473e-06,1.0810e+03
9.2536e-09,1.4487e-06,1.0820e+03
9.2394e-09,1.4502e-06,1.0830e+03
9.2253e-09,1.4517e-06,1.0840e+03
9.2111e-09,1.4532e-06,1.0850e+03
9.1972e-09,1.4548e-06,1.0860e+03
9.1832e-09,1.4563e-06,1.0870e+03
9.1692e-09,1.4578e-06,1.0880e+03
9.1552e-09,1.4594e-06,1.0890e+03
9.1412e-09,1.4610e-06,1.0900e+03
9.1274e-09,1.4625e-06,1.0910e+03
9.1136e-09,1.4641e-06,1.0920e+03
9.0998e-09,1.4657e-06,1.0930e+03
9.0860e-09,1.4673e-06,1.0940e+03
9.0723e-09,1.4689e-06,1.0950e+03
9.0585e-09,1.4705e-06,1.0960e+03
9.0448e-09,1.4722e-06,1.0970e+03
9.0311e-09,1.4738e-06,1.0980e+03
9.0175e-09,1.4754e-06,1.0990e+03
9.0040e-09,1.4771e-06,1.1000e+03
8.9903e-09,1.4788e-06,1.1010e+03
8.9768e-09,1.4804e-06,1.1020e+03
8.9633e-09,1.4821e-06,1.1030e+03
8.9499e-09,1.4838e-06,1.1040e+03
8.9364e-09,1.4855e-06,1.1050e+03
8.9231e-09,1.4873e-06,1.1060e+03
8.9097e-09,1.4890e-06,1.1070e+03
8.8964e-09,1.4908e-06,1.1080e+03
8.8830e-09,1.4925e-06,1.1090e+03
8.8697e-09,1.4943e-06,1.1100e+03
8.8565e-09,1.4961e-06,1.1110e+03
8.8433e-09,1.4980e-06,1.1120e+03
8.8301e-09,1.4998e-06,1.1130e+03
8.8169e-09,1.5017e-06,1.1140e+03
8.8037e-09,1.5035e-06,1.1150e+03
8.7906e-09,1.5054e-06,1.1160e+03
8.7776e-09,1.5073e-06,1.1170e+03
8.7646e-09,1.5092e-06,1.1180e+03
8.7515e-09,1.5112e-06,1.1190e+03
8.7385e-09,1.5131e-06,1.1200e+03
8.7256e-09,1.5150e-06,1.1210e+03
8.7126e-09,1.5170e-06,1.1220e+03
8.6997e-09,1.5189e-06,1.1230e+03
8.6868e-09,1.5209e-06,1.1240e+03
8.6739e-09,1.5229e-06,1.1250e+03
8.6612e-09,1.5249e-06,1.1260e+03
8.6485e-09,1.5269e-06,1.1270e+03
8.6356e-09,1.5290e-06,1.1280e+03
8.6229e-09,1.5310e-06,1.1290e+03
8.6103e-09,1.5331e-06,1.1300e+03
8.5976e-09,1.5351e-06,1.1310e+03
8.5850e-09,1.5372e-06,1.1320e+03
8.5723e-09,1.5393e-06,1.1330e+03
8.5597e-09,1.5415e-06,1.1340e+03
8.5472e-09,1.5436e-06,1.1350e+03
8.5348e-09,1.5457e-06,1.1360e+03
8.5222e-09,1.5479e-06,1.1370e+03
8.5098e-09,1.5501e-06,1.1380e+03
8.4974e-09,1.5522e-06,1.1390e+03
8.4850e-09,1.5544e-06,1.1400e+03
