# Effective beam window function
# The map is already deconvolved by the pixel window,
# so the window function here is the only correction needed.
Bl,ell
0.6799323,1420
0.67956436,1421
0.6791942,1422
0.67881906,1423
0.67845166,1424
0.6780779,1425
0.67770743,1426
0.67733485,1427
0.6769604,1428
0.67658865,1429
0.6762139,1430
0.6758472,1431
0.6754723,1432
0.67510486,1433
0.6747315,1434
0.67436683,1435
0.67399913,1436
0.6736295,1437
0.67326176,1438
0.67289305,1439
0.67252004,1440
0.67215014,1441
0.67177296,1442
0.6714044,1443
0.67103183,1444
0.67066693,1445
0.6702918,1446
0.66992176,1447
0.66955817,1448
0.6691834,1449
0.6688167,1450
0.6684444,1451
0.6680749,1452
0.66769695,1453
0.66732574,1454
0.6669545,1455
0.6665908,1456
0.66621786,1457
0.66584873,1458
0.6654739,1459
0.6650975,1460
0.6647294,1461
0.66435456,1462
0.66397953,1463
0.6636095,1464
0.66323256,1465
0.66285837,1466
0.66249114,1467
0.66211367,1468
0.6617346,1469
0.6613624,1470
0.66098505,1471
0.66060925,1472
0.6602315,1473
0.6598615,1474
0.65948135,1475
0.6591119,1476
0.6587369,1477
0.65836585,1478
0.65799445,1479
0.65762174,1480
0.65725106,1481
0.65687615,1482
0.65651375,1483
0.6561411,1484
0.6557697,1485
0.65539086,1486
0.65501565,1487
0.65464103,1488
0.6542679,1489
0.6538902,1490
0.65352213,1491
0.6531489,1492
0.6527766,1493
0.6524021,1494
0.6520342,1495
0.6516672,1496
0.6513025,1497
0.65092653,1498
0.6505524,1499
0.65018755,1500
0.64981353,1501
0.6494368,1502
0.64906824,1503
0.6487023,1504
0.6483401,1505
0.64797103,1506
0.6475973,1507
0.64722914,1508
0.6468571,1509
0.646487,1510
0.64611155,1511
0.6457412,1512
0.64536303,1513
0.6449901,1514
0.64461124,1515
0.64424056,1516
0.6438673,1517
0.6434878,1518
0.6431154,1519
0.6427411,1520
0.6423622,1521
0.6419867,1522
0.6416105,1523
0.6412435,1524
0.64086574,1525
0.6404963,1526
0.6401171,1527
0.639741,1528
0.63936436,1529
0.6389864,1530
0.6386101,1531
0.6382361,1532
0.6378628,1533
0.63747925,1534
0.6370982,1535
0.63671976,1536
0.6363478,1537
0.6359664,1538
0.6355926,1539
0.63521457,1540
0.6348376,1541
0.6344594,1542
0.63408136,1543
0.6337093,1544
0.6333341,1545
0.63296515,1546
0.6325903,1547
0.6322156,1548
0.63185143,1549
0.63147503,1550
0.6311004,1551
0.6307302,1552
0.63036686,1553
0.62999225,1554
0.6296229,1555
0.6292472,1556
0.62887186,1557
0.6284984,1558
0.6281194,1559
0.62774307,1560
0.62736696,1561
0.62699294,1562
0.62661135,1563
0.6262425,1564
0.62586766,1565
0.6254938,1566
0.6251152,1567
0.62473744,1568
0.62435937,1569
