# CIBxCMB lensing power spectra
# Lensing potential phi is used (not kappa)
# Columns are ell and Cl (not l^3*Cl)
# Units are Jy
Cl,ell
1.519136990013292e-07,430
1.449584271641091e-07,431
1.4041713468148223e-07,432
1.3777360891790317e-07,433
1.3632349448172552e-07,434
1.364837686659901e-07,435
1.393971536444653e-07,436
1.4527087393093185e-07,437
1.5230404024795351e-07,438
1.5747670066329768e-07,439
1.5860056772320964e-07,440
1.5582019704495707e-07,441
1.5129456159185887e-07,442
1.4741125125564466e-07,443
1.45080894082835e-07,444
1.4349465164902495e-07,445
1.4143108785969814e-07,446
1.3882772684143196e-07,447
1.3702905960128252e-07,448
1.3728674578576155e-07,449
1.3885853270497108e-07,450
1.3876089185226203e-07,451
1.3390436549042078e-07,452
1.2396923045070428e-07,453
1.1230255762136584e-07,454
1.0370125058227963e-07,455
1.0088515714964988e-07,456
1.0283096426866606e-07,457
1.0638566257642854e-07,458
1.0935453244219569e-07,459
1.118705127585322e-07,460
1.1481208911059038e-07,461
1.1733277540432572e-07,462
1.1664982698598431e-07,463
1.1080604786216659e-07,464
1.0165879609047173e-07,465
9.46532092218806e-08,466
9.499422255464166e-08,467
1.0356651565611539e-07,468
1.1637463319214807e-07,469
1.2783934834357374e-07,470
1.3460456015522472e-07,471
1.3644967444583517e-07,472
1.343159088234196e-07,473
1.284090789932134e-07,474
1.1864467394143812e-07,475
1.0648078244372091e-07,476
9.537817126522099e-08,477
8.878285771014421e-08,478
8.753653075752306e-08,479
8.942101214637066e-08,480
9.131993338482242e-08,481
9.186254679753065e-08,482
9.218564538904461e-08,483
9.449948531297325e-08,484
1.0006594801505265e-07,485
1.0824875199657591e-07,486
1.169799721038134e-07,487
1.238830930785504e-07,488
1.2718099365998524e-07,489
1.2602777595608902e-07,490
1.204219231215452e-07,491
1.1110481383709023e-07,492
9.971478067036404e-08,493
8.896309649715846e-08,494
8.216107360808268e-08,495
8.174893553691576e-08,496
8.758279773079828e-08,497
9.65221049257577e-08,498
1.041476368243398e-07,499
1.075597732892804e-07,500
1.0700488359295608e-07,501
1.0497307424429075e-07,502
1.0367299611912786e-07,503
1.031876214119538e-07,504
1.0179852929360771e-07,505
9.786979715505149e-08,506
9.141859943957788e-08,507
8.411524441865678e-08,508
7.804676119543664e-08,509
7.449983768531729e-08,510
7.361495788422331e-08,511
7.477655772337833e-08,512
7.711656969509455e-08,513
7.97900760483687e-08,514
8.213141689570723e-08,515
8.382380674848507e-08,516
8.492538124872669e-08,517
8.555401888077288e-08,518
8.544424723224307e-08,519
8.394665886618936e-08,520
8.073740017847655e-08,521
7.668993311898325e-08,522
7.392658704183702e-08,523
7.465388823480705e-08,524
7.953735883733072e-08,525
8.693134393037208e-08,526
9.364558219163503e-08,527
9.67121090714311e-08,528
9.493670324590855e-08,529
8.934108320068166e-08,530
8.243340907924005e-08,531
7.687037758822285e-08,532
7.424606349468354e-08,533
7.458794972440723e-08,534
7.67514481050286e-08,535
7.935363080301294e-08,536
8.151062702081126e-08,537
8.286741061211338e-08,538
8.314030052400631e-08,539
8.188685369176724e-08,540
7.887398200603815e-08,541
7.459683623938785e-08,542
7.02122328698876e-08,543
6.68076277065812e-08,544
6.476047838295027e-08,545
6.388991726103516e-08,546
6.415175946009865e-08,547
6.591657673368644e-08,548
6.933199540959079e-08,549
7.344945752462497e-08,550
7.630345661174063e-08,551
7.625331719349045e-08,552
7.348646204489617e-08,553
7.017735673970931e-08,554
6.893815412267392e-08,555
7.080047950144336e-08,556
7.443982506760906e-08,557
7.724119748284603e-08,558
7.722129493251406e-08,559
7.425597448841565e-08,560
6.987844384788488e-08,561
6.613612387486281e-08,562
6.44698703338534e-08,563
6.515390177311969e-08,564
6.726607030451653e-08,565
6.904946739222771e-08,566
6.866556103249777e-08,567
6.519119142110164e-08,568
5.9297768461983864e-08,569
5.298807007106127e-08,570
4.8405674341440244e-08,571
4.656008442170713e-08,572
4.695121424163784e-08,573
4.831216505626089e-08,574
4.974191206447041e-08,575
5.1255092403360876e-08,576
5.338598165246267e-08,577
5.631932263958108e-08,578
5.93684218955136e-08,579
6.128003518068248e-08,580
6.114850054592715e-08,581
5.919983978656959e-08,582
5.675636751702009e-08,583
5.532601185657688e-08,584
5.551016011934564e-08,585
5.6621553105470566e-08,586
5.730160600230093e-08,587
5.655543549431698e-08,588
5.433344282013162e-08,589
5.1337765214526824e-08,590
4.8476975698337035e-08,591
4.6533034449696265e-08,592
4.611540905087027e-08,593
4.757291151208808e-08,594
5.072196636214225e-08,595
5.470102391048234e-08,596
5.8291964118763606e-08,597
6.055532821626104e-08,598
6.122418253423701e-08,599
6.05237224085371e-08,600
5.8692216848634226e-08,601
5.5767765079423376e-08,602
5.186086033736138e-08,603
4.7566766510891446e-08,604
4.3995702456885525e-08,605
4.225753862940039e-08,606
4.274878048766815e-08,607
4.480184271305154e-08,608
4.702784119451727e-08,609
4.8191517585432884e-08,610
4.802964624123447e-08,611
4.738361395713614e-08,612
4.747947354782312e-08,613
4.88747753021525e-08,614
5.0924249808146356e-08,615
5.22232811528957e-08,616
5.1655522388639034e-08,617
4.916249712623033e-08,618
4.5655781001035625e-08,619
4.229043850581869e-08,620
3.98168429392042e-08,621
3.849027127946463e-08,622
3.838373272017974e-08,623
3.960351041712432e-08,624
4.213657193183999e-08,625
4.5529778356983703e-08,626
4.88019943517713e-08,627
5.077099229881325e-08,628
5.06111684777743e-08,629
4.8286560869803925e-08,630
4.461556092261809e-08,631
4.096122669256087e-08,632
3.871229193690961e-08,633
3.875757028249877e-08,634
4.111478451498168e-08,635
4.483122184666567e-08,636
4.823940551406009e-08,637
4.9563890929159155e-08,638
4.769196934836993e-08,639
4.273215795742704e-08,640
3.599573194304287e-08,641
2.9358597125168738e-08,642
2.4403051230745073e-08,643
2.1904450452515146e-08,644
2.190940112699495e-08,645
2.4120735528556453e-08,646
2.8092903655055687e-08,647
3.307643282639682e-08,648
3.786197226469875e-08,649
4.107116238022723e-08,650
4.187461277212814e-08,651
4.057670047006564e-08,652
3.849423486381345e-08,653
3.712313500120061e-08,654
3.718832576100285e-08,655
3.825513053872814e-08,656
3.912518308952425e-08,657
3.868423114368208e-08,658
3.662240361808623e-08,659
3.358704810646657e-08,660
3.070059643359563e-08,661
2.8788343517703764e-08,662
2.7897115967615004e-08,663
2.7516124645323293e-08,664
2.7329490472618745e-08,665
2.7772424967493306e-08,666
2.9736554838207605e-08,667
3.356842970553943e-08,668
3.8308859000884296e-08,669
4.2037166547422645e-08,670
4.3168182646423085e-08,671
4.159112431207311e-08,672
3.865282864411411e-08,673
3.6076454917239006e-08,674
3.4839818669100165e-08,675
3.4896304331237324e-08,676
3.5682175130479166e-08,677
3.6688041826471415e-08,678
3.759385781904641e-08,679
3.812818904952018e-08,680
3.807225864890235e-08,681
3.7476583007107514e-08,682
3.675375463290981e-08,683
3.639800557533265e-08,684
3.652961756581083e-08,685
3.6705335308669415e-08,686
3.619783093489736e-08,687
3.451735701780914e-08,688
3.177094977453442e-08,689
2.8632311222482238e-08,690
2.5986072408047477e-08,691
2.447521105906624e-08,692
2.4188406235721902e-08,693
2.4642626289582682e-08,694
2.5073456122749757e-08,695
2.4871759533950798e-08,696
2.390812560872546e-08,697
2.256506797361944e-08,698
2.1495266054085704e-08,699
2.1269513742621666e-08,700
2.2081938658160332e-08,701
2.3620545201560193e-08,702
2.5177291618172514e-08,703
2.6013604865150443e-08,704
2.5830564556636722e-08,705
2.5016898599299265e-08,706
2.440871151302437e-08,707
2.4662769608073273e-08,708
2.572072679709681e-08,709
2.6821126724630098e-08,710
2.706022765025324e-08,711
2.6034557254570474e-08,712
2.406685458844127e-08,713
2.1920554934372316e-08,714
2.0322502273228675e-08,715
1.966927777279522e-08,716
2.0027652262838956e-08,717
2.127385644428559e-08,718
2.3176056728002967e-08,719
2.5369240343959117e-08,720
2.7326574523495088e-08,721
2.8469769809982603e-08,722
2.8453476973613008e-08,723
2.7462005122575484e-08,724
2.6227759104846596e-08,725
2.56079718862385e-08,726
2.593804961465402e-08,727
2.6691939036698595e-08,728
2.6829674223864212e-08,729
2.5619998664777672e-08,730
2.324184424589972e-08,731
2.0637192076537837e-08,732
1.879473997256649e-08,733
1.8159513184035774e-08,734
1.8639519540558453e-08,735
1.999330714370442e-08,736
2.2025980767569046e-08,737
2.4378016888021964e-08,738
2.6290024207077655e-08,739
2.6823886281840677e-08,740
2.5493127248712626e-08,741
2.272884086191302e-08,742
1.9698547498070396e-08,743
1.7601540431676074e-08,744
1.702469940453546e-08,745
1.7810156877629877e-08,746
1.937806616563734e-08,747
2.1118313541121216e-08,748
2.2574367481716943e-08,749
2.3453853328935493e-08,750
2.3638799847042082e-08,751
2.324347401253542e-08,752
2.260297687576912e-08,753
2.2099550476353136e-08,754
2.1921053267158075e-08,755
2.196885890512374e-08,756
2.2021741897217933e-08,757
2.2003862180993006e-08,758
2.2070008459932337e-08,759
2.2388025848676095e-08,760
2.283259216155867e-08,761
2.2953083498142654e-08,762
2.233459837673333e-08,763
2.104343317158671e-08,764
1.9691790758509548e-08,765
1.8987628184266212e-08,766
1.9151312630808518e-08,767
1.9743182274350728e-08,768
2.006217559841582e-08,769
1.9729043956672523e-08,770
1.891905800355728e-08,771
1.8094921500679232e-08,772
1.7585104499001084e-08,773
1.7440117741833666e-08,774
1.7625345426934475e-08,775
1.821571470439346e-08,776
1.928421750639403e-08,777
2.0583651896589353e-08,778
2.144037608783162e-08,779
2.1124172094740165e-08,780
1.945470400310595e-08,781
1.7080286495028206e-08,782
1.5099699573219534e-08,783
1.4301209715956087e-08,784
1.4665695764595026e-08,785
1.5533920475475344e-08,786
1.621828465997744e-08,787
1.6478925467908068e-08,788
1.651952317536285e-08,789
1.6675107186717858e-08,790
1.7180027629797975e-08,791
1.8147660220350035e-08,792
1.9569293556418155e-08,793
2.1186544571335836e-08,794
2.2414625704782408e-08,795
2.2596727923130814e-08,796
2.152521857880663e-08,797
1.9757272864205422e-08,798
1.832504992560198e-08,799
1.8001138525863337e-08,800
1.8741180809085067e-08,801
1.977773825901471e-08,802
2.0238025873176474e-08,803
1.9727375400716804e-08,804
1.84469592913988e-08,805
1.6881245161501333e-08,806
1.5408968342604477e-08,807
1.4139753853431231e-08,808
1.3023709556125275e-08,809
1.2079133362244576e-08,810
1.1530189139102145e-08,811
1.171974085910955e-08,812
1.2831499969410866e-08,813
1.4641683251445877e-08,814
1.655276614664528e-08,815
1.7937461131912714e-08,816
1.8510465630541637e-08,817
1.838885980995622e-08,818
1.781180491931251e-08,819
1.6851568631030975e-08,820
1.5443910232391123e-08,821
1.3682374023539107e-08,822
1.1995241301296903e-08,823
1.0938515332872716e-08,824
1.076726370216877e-08,825
1.1206817356726594e-08,826
1.1655406261402459e-08,827
1.1632609155579395e-08,828
1.1081277821817632e-08,829
1.0306467692766112e-08,830
9.67094238588072e-09,831
9.33676771351726e-09,832
9.238225604438743e-09,833
9.240811205204408e-09,834
9.299273776262978e-09,835
9.473163380763628e-09,836
9.822868639660019e-09,837
1.032847952687457e-08,838
1.0929899926277593e-08,839
1.162866849635839e-08,840
1.2504338155771117e-08,841
1.3598252083509203e-08,842
1.4794784200087734e-08,843
1.5858171574511866e-08,844
1.6607587082915065e-08,845
1.7045183495294764e-08,846
1.7306987281450003e-08,847
1.751422903884456e-08,848
1.7693227550698277e-08,849
1.78039769124025e-08,850
1.7776093200323987e-08,851
1.750353155113242e-08,852
1.689024996085807e-08,853
1.6000307038258274e-08,854
1.5151024488243693e-08,855
1.4732394202297263e-08,856
1.4831545076598523e-08,857
1.5068414327164784e-08,858
1.4920456377799853e-08,859
1.4264131478128384e-08,860
1.352871520884214e-08,861
1.322834599207585e-08,862
1.3356566228077644e-08,863
1.3340705790820241e-08,864
1.2647835262153809e-08,865
1.1381629332836271e-08,866
1.0200372945399414e-08,867
9.650408719856669e-09,868
9.66078000038574e-09,869
9.735278797879678e-09,870
9.576323715112009e-09,871
9.418928779022652e-09,872
9.731538520974618e-09,873
1.0663466063843058e-08,874
1.185360457198456e-08,875
1.2758674643223242e-08,876
1.3095316993087158e-08,877
1.2943401977619813e-08,878
1.2497923960840917e-08,879
1.1828890411177848e-08,880
1.0922498947675816e-08,881
9.90472775945617e-09,882
9.142168420090286e-09,883
9.071488048455306e-09,884
9.907156022489354e-09,885
1.1487730022115862e-08,886
1.336685713385043e-08,887
1.5036768671293545e-08,888
1.6107197000648804e-08,889
1.636826168717927e-08,890
1.5789836093068263e-08,891
1.4522657636735876e-08,892
1.2888075997553964e-08,893
1.1294507458818348e-08,894
1.007456542767475e-08,895
9.342407974837506e-09,896
8.99868339885027e-09,897
8.900464939838341e-09,898
9.05285259382307e-09,899
9.631718931694986e-09,900
1.0788777644928168e-08,901
1.2408003006355684e-08,902
1.4061611281298337e-08,903
1.524918355537774e-08,904
1.572998614013104e-08,905
1.5644757629929808e-08,906
1.530525548420783e-08,907
1.4850214318963446e-08,908
1.410792557545741e-08,909
1.2811133508364195e-08,910
1.0959768430146979e-08,911
8.97019488579678e-09,912
7.44710911242177e-09,913
6.770082086727922e-09,914
6.8518214467241175e-09,915
7.254837244588224e-09,916
7.536642126780249e-09,917
7.534089542441643e-09,918
7.404036222618553e-09,919
7.45796487761895e-09,920
7.95135674742924e-09,921
8.954671288209987e-09,922
1.0335354229870435e-08,923
1.1819110767766461e-08,924
1.3087337992919897e-08,925
1.3873295876597682e-08,926
1.4030491350154771e-08,927
1.3567343523155692e-08,928
1.2655844141591749e-08,929
1.1606374145971206e-08,930
1.0778127356872259e-08,931
1.042025125578491e-08,932
1.0518924667824465e-08,933
1.0775940976740629e-08,934
1.0775518872374471e-08,935
1.0239288696316642e-08,936
9.17662922355928e-09,937
7.82378161239289e-09,938
6.462278561565653e-09,939
5.311802001540195e-09,940
4.581689587630912e-09,941
4.550453811768467e-09,942
5.473421445075732e-09,943
7.309654245112918e-09,944
9.529282151671284e-09,945
1.1291805007203708e-08,946
1.1969734618740234e-08,947
1.1610293520308949e-08,948
1.0897971820967135e-08,949
1.0601316837947735e-08,950
1.0973990431920977e-08,951
1.1631802842907259e-08,952
1.1970507100533404e-08,953
1.1686969823672368e-08,954
1.0929644702361209e-08,955
1.0033501935574753e-08,956
9.19661800124307e-09,957
8.417883735818547e-09,958
7.65714115916221e-09,959
6.956529333531556e-09,960
6.396980669841469e-09,961
6.014558790894774e-09,962
5.824493914732712e-09,963
5.901640582099697e-09,964
6.352924754359967e-09,965
7.159463771916934e-09,966
8.067678132667447e-09,967
8.688786966558037e-09,968
8.741612462017308e-09,969
8.226326966377929e-09,970
7.410663380979524e-09,971
6.6939500461563366e-09,972
6.458910329010295e-09,973
6.9325225841968955e-09,974
8.047567438393843e-09,975
9.389609393386704e-09,976
1.0357772545641154e-08,977
1.0514729964816922e-08,978
9.88197546154092e-09,979
8.923648287528012e-09,980
8.215102730896305e-09,981
8.059342652954071e-09,982
8.329814157951153e-09,983
8.603737772850777e-09,984
8.446726513740947e-09,985
7.669984937855016e-09,986
6.445137931057693e-09,987
5.2233865704445685e-09,988
4.477461283116182e-09,989
4.4085556712889834e-09,990
4.843668859259613e-09,991
5.434921905765466e-09,992
5.993881916076421e-09,993
6.6299252328861425e-09,994
7.537977990219073e-09,995
8.655205437657285e-09,996
9.573012973252145e-09,997
9.838646075838753e-09,998
9.36331249348234e-09,999
8.525281249854775e-09,1000
7.861403463231046e-09,1001
7.650492846778947e-09,1002
7.775145445633834e-09,1003
7.940558875011975e-09,1004
7.97790325979418e-09,1005
7.925732419690899e-09,1006
7.861168927705133e-09,1007
7.719310063047737e-09,1008
7.3223188171648365e-09,1009
6.589826312958856e-09,1010
5.701303709020686e-09,1011
5.0298490395110835e-09,1012
4.895477651664081e-09,1013
5.354469108347313e-09,1014
6.192685482959253e-09,1015
7.093994434267401e-09,1016
7.814013323430383e-09,1017
8.23054344804764e-09,1018
8.296107927905717e-09,1019
8.008544716975971e-09,1020
