# el, l^3Cl [muK/sr], error, not_sure_about_4_column

416.666666667 12.3357013423 1.39708498583 2.65503830095
543.333333333 14.3159837635 1.27187438116 2.73169000097
670.0 11.0798898276 1.20549468763 2.33515302267
796.666666667 8.73122612098 1.1402556193 2.03024938505
923.333333333 9.00218310782 1.13732873428 2.05490799015
1050.0 8.18784307048 1.13988609053 1.97465641006
1176.66666667 7.3676686239 1.1794404132 1.93134488935
1303.33333333 9.85278381998 1.25394812737 2.26093320571
1430.0 9.34708589843 1.29946919449 2.25779434554
1556.66666667 4.41555092488 1.35514538255 1.81512499094
1683.33333333 5.75308206158 1.39334391101 1.9964049194
1810.0 5.99121386583 1.42793835372 2.06449935718
1936.66667167 4.0868860333 1.48205711054 1.93643660908
